image_urls,brand_names,descriptions,event,type
https://cdn-images.farfetch-contents.com/19/42/48/91/19424891_45162757_480.jpg  ,Maje,Praia bouclé shorts ,causal,bottom
https://cdn-images.farfetch-contents.com/20/94/69/80/20946980_50925474_480.jpg  ,Sporty & Rich,logo-print elasticated-waist shorts,causal,bottom
https://cdn-images.farfetch-contents.com/21/44/24/92/21442492_51409577_480.jpg  ,GAUGE81,high-waisted cotton shorts,causal,bottom
https://cdn-images.farfetch-contents.com/17/59/04/47/17590447_36902251_480.jpg  ,Off-White,logo-waistband sports shorts,causal,bottom
https://cdn-images.farfetch-contents.com/15/55/42/42/15554242_27934279_480.jpg  ,Alexander Wang,Bite high-waisted denim shorts,causal,bottom
https://cdn-images.farfetch-contents.com/20/95/31/94/20953194_51001555_480.jpg  ,Jacquemus,Le Short Boule shorts,causal,bottom
https://cdn-images.farfetch-contents.com/15/43/36/13/15433613_27432910_480.jpg  ,Alchemy,x Lia Aram high-waist vinyl shorts,causal,bottom
https://cdn-images.farfetch-contents.com/20/55/59/04/20555904_50753841_480.jpg  ,Maje,high-waist pleated skort,causal,bottom
https://cdn-images.farfetch-contents.com/21/48/92/75/21489275_51596260_480.jpg  ,b+ab,asymmetric belted mini shorts,causal,bottom
https://cdn-images.farfetch-contents.com/17/39/08/49/17390849_37832305_480.jpg  ,Alexander Wang,logo waistband safari shorts,causal,bottom
https://cdn-images.farfetch-contents.com/20/13/41/29/20134129_50246105_480.jpg  ,GANNI,zebra-print crinked shorts,causal,bottom
